Species	PRI_240116_PS_FTMSMS-_1.mzXML	PRI_240116_PS_FTMSMS-_2.mzXML	PRI_240116_PS_FTMSMS-_3.mzXML	PRI_240116_PS_FTMSMS-_4.mzXML	PRI_Group-1	Mspecies	FAI.FC_240116_PS_FTMSMS-_1.mzXML	FAI.FC_240116_PS_FTMSMS-_2.mzXML	FAI.FC_240116_PS_FTMSMS-_3.mzXML	FAI.FC_240116_PS_FTMSMS-_4.mzXML	FAI.FC_Group-1
						PS 22:6 (4z)/18:2	[0.0..0.0074617867]	[0.002217473..0.006756198]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0074617867]
						PS 20:4 (5z-8z)/20:4 (5z-8z)	[0.011635272..0.013663183]	[0.010278318..0.014040535]	[0.010614006..0.012478637]	[0.009977737..0.013544577]	[0.009977737..0.014040535]
PS 41:1:0	0.26848835	0.28985068	0.2793246	0.25452545	[0.25452545..0.28985068]	Sum	[0.26467595..0.28261283]	[0.2495719..0.31813765]	[0.22736956..0.30787116]	[0.2503576..0.29859108]	[0.22736956..0.31813765]
						PS 23:0/18:1	[0.26467595..0.28261283]	[0.21395083..0.31813765]	[0.22736956..0.30787116]	[0.23259373..0.29709402]	[0.21395083..0.31813765]
						PS 18:1/23:0	[0.0..0.0]	[0.0..0.04485741]	[0.0..0.0]	[0.0..0.02079658]	[0.0..0.04485741]
PS 41:2:0	0.21432272	0.22694683	0.21366765	0.23069711	[0.21366765..0.23069711]	Sum	[0.688085..1.2240583]	[0.5430188..1.2220937]	[0.66000086..1.3008766]	[0.59109616..1.2263072]	[0.5430188..1.3008766]
						PS 18:1/23:1	[0.688085..1.2240583]	[0.5430188..1.2220937]	[0.66000086..1.3008766]	[0.59109616..1.2263072]	[0.5430188..1.3008766]
						PS 23:1/18:1	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]
PS 41:3:0	0.078275315	0.101036325	0.11582507	0.09739695	[0.078275315..0.11582507]	Sum	[0.4699437..0.8048213]	[0.4084098..0.7906773]	[0.47624904..0.8467286]	[0.42858604..0.81906545]	[0.4084098..0.8467286]
						PS 18:1/23:2	[0.24076775..0.5124004]	[0.18843338..0.5048345]	[0.23943949..0.5293569]	[0.19847947..0.5159591]	[0.18843338..0.5293569]
						PS 23:2/18:1	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]
						PS 18:0/23:3 (13z)	[0.21115793..0.29729035]	[0.20211704..0.27992764]	[0.23680954..0.3019284]	[0.22077909..0.29081237]	[0.20211704..0.3019284]
						PS 23:3 (13z)/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]
						PS 19:0/22:3 (13z)	[0.0045657963..0.018018039]	[0.0051577757..0.017859364]	[0.0..0.013396461]	[0.0077478667..0.015564833]	[0.0..0.018018039]
						PS 22:3 (13z)/19:0	[0.0..0.008702713]	[0.0..0.0056256996]	[0.0..0.0066982303]	[0.0..0.0029573182]	[0.0..0.008702713]
PS 41:4:0	0.07077125	0.07984325	0.09161419	0.08950743	[0.07077125..0.09161419]	Sum	[0.35581726..0.5263835]	[0.36779085..0.51299167]	[0.2611089..0.28514802]	[0.24731356..0.32791188]	[0.24731356..0.5263835]
						PS 18:1/23:3 (13z)	[0.11730238..0.14442228]	[0.11766586..0.13830495]	[0.076517485..0.08199372]	[0.07589233..0.09143847]	[0.07589233..0.14442228]
						PS 23:3 (13z)/18:1	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]
						PS 18:0/23:4 (7z-10z)	[0.21231186..0.31979412]	[0.20869455..0.32610044]	[0.13333528..0.15385363]	[0.12398458..0.17454122]	[0.12398458..0.32610044]
						PS 23:4 (7z-10z)/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]
						PS 19:1/22:3 (13z)	[0.0..0.005003953]	[0.0048188115..0.005637692]	[0.0044206944..0.006891352]	[0.004920389..0.008350522]	[0.0..0.008350522]
						PS 22:3 (13z)/19:1	[0.0..0.0024844646]	[0.0..0.0]	[0.0..0.0]	[1.5954567E-4..0.001961302]	[0.0..0.0024844646]
						PS 19:0/22:4 (7z-10z)	[0.008105581..0.025088718]	[0.018220082..0.024885114]	[0.014031261..0.026317688]	[0.013684083..0.026253102]	[0.008105581..0.026317688]
						PS 22:4 (7z-10z)/19:0	[0.0066247527..0.023169179]	[0.009211103..0.013484005]	[0.006666098..0.015725985]	[0.0073811114..0.018087063]	[0.0066247527..0.023169179]
						PS 21:0/20:4 (5z-8z)	[0.0..0.008379417]	[0.0..0.009884573]	[0.006282089..0.010668501]	[0.0056881043..0.011577103]	[0.0..0.011577103]
						PS 20:4 (5z-8z)/21:0	[0.0..0.008379417]	[0.0..0.009884573]	[0.0..0.0029765118]	[0.0..0.003947792]	[0.0..0.009884573]
PS 41:5:0	0.09468614	0.07812895	0.082430325	0.06885845	[0.06885845..0.09468614]	Sum	[0.023700282..0.05521773]	[0.028709782..0.038279977]	[0.016396614..0.058262806]	[0.022537382..0.056631938]	[0.016396614..0.058262806]
						PS 19:0/22:5 (4z-7z)	[0.0131640155..0.030312559]	[0.015260154..0.020344604]	[0.007991444..0.02868754]	[0.010786679..0.027392894]	[0.007991444..0.030312559]
						PS 22:5 (4z-7z)/19:0	[0.010536265..0.024905171]	[0.013449626..0.017935375]	[0.00840517..0.029575266]	[0.011750706..0.029239045]	[0.00840517..0.029575266]
PS 41:6:0	0.09096768	0.11085139	0.12595053	0.11295359	[0.09096768..0.12595053]	Sum	[0.024416886..0.064003415]	[0.055554006..0.060199153]	[0.02642546..0.065752454]	[0.025236323..0.0698933]	[0.024416886..0.0698933]
						PS 19:0/22:6 (4z)	[0.01454316..0.062409732]	[0.022961395..0.04530151]	[0.012227768..0.0641224]	[0.011602185..0.06941208]	[0.011602185..0.06941208]
						PS 22:6 (4z)/19:0	[0.0..0.025463171]	[0.013845208..0.03572655]	[0.0..0.034626096]	[0.0..0.03769076]	[0.0..0.03769076]
PS 42:2:0	1.58031	1.5842783	1.5354255	1.6093878	[1.5354255..1.6093878]	Sum	[1.9645277..2.4815073]	[1.7460611..2.5167813]	[1.8731945..2.2573276]	[1.8353671..2.4384756]	[1.7460611..2.5167813]
						PS 18:1/24:1	[0.22854824..0.4666126]	[0.17146553..0.41645125]	[0.1907701..0.3218256]	[0.2040434..0.362594]	[0.17146553..0.4666126]
						PS 24:1/18:1	[1.360741..1.7962521]	[1.2982391..1.8181651]	[1.3602737..1.582309]	[1.365266..1.7965816]	[1.2982391..1.8181651]
						PS 18:0/24:2	[0.1873895..0.46197337]	[0.13292083..0.46520925]	[0.21503964..0.41839686]	[0.175065..0.44689512]	[0.13292083..0.46520925]
						PS 24:2/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]
						PS 22:1/20:1	[0.018318195..0.039470118]	[0.01362994..0.05395572]	[0.026922036..0.03520363]	[0.023468433..0.035644162]	[0.01362994..0.05395572]
						PS 20:1/22:1	[0.013493799..0.031111]	[0.0..0.019639881]	[0.006250488..0.014172889]	[0.011606207..0.022032792]	[0.0..0.031111]
PS 42:5:0	1.1540129	1.193148	1.2080388	1.1673615	[1.1540129..1.2080388]	Sum	[1.513879..1.7931197]	[1.4314603..1.7983645]	[1.4316579..1.6158508]	[1.4543473..1.7525798]	[1.4314603..1.7983645]
						PS 18:1/24:4 (9z)	[0.35195446..0.41067615]	[0.30400792..0.43020597]	[0.3321531..0.38318288]	[0.32890067..0.43215358]	[0.30400792..0.43215358]
						PS 24:4 (9z)/18:1	[0.21405753..0.25463226]	[0.18847427..0.28569403]	[0.20084971..0.24166308]	[0.18344626..0.2572032]	[0.18344626..0.28569403]
						PS 18:0/24:5 (6z-9z)	[0.9369045..1.1402165]	[0.9123364..1.1324109]	[0.8890804..1.0161906]	[0.92510015..1.0997797]	[0.8890804..1.1402165]
						PS 24:5 (6z-9z)/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]
PS 42:6:0	0.3980243	0.3956636	0.38680017	0.4068809	[0.38680017..0.4068809]	Sum	[0.89697105..1.460238]	[0.8006936..1.448281]	[0.9227514..1.3456962]	[0.8488097..1.357386]	[0.8006936..1.460238]
						PS 18:1/24:5 (6z-9z)	[0.35801733..0.46396068]	[0.29049706..0.47466978]	[0.34434903..0.43522447]	[0.31188893..0.43420088]	[0.29049706..0.47466978]
						PS 24:5 (6z-9z)/18:1	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]
						PS 18:0/24:6 (6z)	[0.5389537..1.0023675]	[0.51019657..0.97939795]	[0.5784024..0.9158688]	[0.5369208..0.9317461]	[0.51019657..1.0023675]
						PS 24:6 (6z)/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]
